Region,Age,Gender,Smoke,BMI,Risk,SBP
Andean Latin America,40-44,M,Smoker,>=35,4,<120
Central Latin America,70-74,M,Smoker,>=35,34,>=180
Central Latin America,70-74,M,Smoker,>=35,28,160-179
Central Latin America,70-74,M,Smoker,>=35,23,140-159
Central Latin America,70-74,M,Smoker,>=35,19,120-139
Central Latin America,70-74,M,Smoker,>=35,16,<120
Central Latin America,65-69,M,Smoker,>=35,30,>=180
Central Latin America,65-69,M,Smoker,>=35,25,160-179
Central Latin America,65-69,M,Smoker,>=35,20,140-159
Central Latin America,65-69,M,Smoker,>=35,16,120-139
Central Latin America,65-69,M,Smoker,>=35,13,<120
Central Latin America,60-64,M,Smoker,>=35,27,>=180
Central Latin America,60-64,M,Smoker,>=35,21,160-179
Central Latin America,60-64,M,Smoker,>=35,17,140-159
Central Latin America,60-64,M,Smoker,>=35,13,120-139
Central Latin America,60-64,M,Smoker,>=35,10,<120
Central Latin America,55-59,M,Smoker,>=35,24,>=180
Central Latin America,55-59,M,Smoker,>=35,18,160-179
Central Latin America,55-59,M,Smoker,>=35,14,140-159
Central Latin America,55-59,M,Smoker,>=35,11,120-139
Central Latin America,55-59,M,Smoker,>=35,8,<120
Central Latin America,50-54,M,Smoker,>=35,21,>=180
Central Latin America,50-54,M,Smoker,>=35,16,160-179
Central Latin America,50-54,M,Smoker,>=35,12,140-159
Central Latin America,50-54,M,Smoker,>=35,9,120-139
Central Latin America,50-54,M,Smoker,>=35,7,<120
Central Latin America,45-49,M,Smoker,>=35,18,>=180
Central Latin America,45-49,M,Smoker,>=35,14,160-179
Central Latin America,45-49,M,Smoker,>=35,10,140-159
Central Latin America,45-49,M,Smoker,>=35,7,120-139
Central Latin America,45-49,M,Smoker,>=35,5,<120
Central Latin America,40-44,M,Smoker,>=35,16,>=180
Central Latin America,40-44,M,Smoker,>=35,12,160-179
Central Latin America,40-44,M,Smoker,>=35,8,140-159
Central Latin America,40-44,M,Smoker,>=35,6,120-139
Central Latin America,40-44,M,Smoker,>=35,4,<120
Tropical Latin America,70-74,M,Smoker,>=35,31,>=180
Tropical Latin America,70-74,M,Smoker,>=35,26,160-179
Tropical Latin America,70-74,M,Smoker,>=35,22,140-159
Tropical Latin America,70-74,M,Smoker,>=35,18,120-139
Tropical Latin America,70-74,M,Smoker,>=35,15,<120
Tropical Latin America,65-69,M,Smoker,>=35,28,>=180
Tropical Latin America,65-69,M,Smoker,>=35,23,160-179
Tropical Latin America,65-69,M,Smoker,>=35,18,140-159
Tropical Latin America,65-69,M,Smoker,>=35,15,120-139
Tropical Latin America,65-69,M,Smoker,>=35,12,<120
Tropical Latin America,60-64,M,Smoker,>=35,25,>=180
Tropical Latin America,60-64,M,Smoker,>=35,20,160-179
Tropical Latin America,60-64,M,Smoker,>=35,16,140-159
Tropical Latin America,60-64,M,Smoker,>=35,12,120-139
Tropical Latin America,60-64,M,Smoker,>=35,10,<120
Tropical Latin America,55-59,M,Smoker,>=35,22,>=180
Tropical Latin America,55-59,M,Smoker,>=35,17,160-179
Tropical Latin America,55-59,M,Smoker,>=35,13,140-159
Tropical Latin America,55-59,M,Smoker,>=35,10,120-139
Tropical Latin America,55-59,M,Smoker,>=35,8,<120
Tropical Latin America,50-54,M,Smoker,>=35,19,>=180
Tropical Latin America,50-54,M,Smoker,>=35,15,160-179
Tropical Latin America,50-54,M,Smoker,>=35,11,140-159
Tropical Latin America,50-54,M,Smoker,>=35,9,120-139
Tropical Latin America,50-54,M,Smoker,>=35,6,<120
Tropical Latin America,45-49,M,Smoker,>=35,17,>=180
Tropical Latin America,45-49,M,Smoker,>=35,13,160-179
Tropical Latin America,45-49,M,Smoker,>=35,10,140-159
Tropical Latin America,45-49,M,Smoker,>=35,7,120-139
Tropical Latin America,45-49,M,Smoker,>=35,5,<120
Tropical Latin America,40-44,M,Smoker,>=35,15,>=180
Tropical Latin America,40-44,M,Smoker,>=35,11,160-179
Tropical Latin America,40-44,M,Smoker,>=35,8,140-159
Tropical Latin America,40-44,M,Smoker,>=35,6,120-139
Tropical Latin America,40-44,M,Smoker,>=35,4,<120
East Asia,70-74,M,Smoker,>=35,52,>=180
East Asia,70-74,M,Smoker,>=35,43,160-179
East Asia,70-74,M,Smoker,>=35,36,140-159
East Asia,70-74,M,Smoker,>=35,29,120-139
East Asia,70-74,M,Smoker,>=35,24,<120
East Asia,65-69,M,Smoker,>=35,46,>=180
East Asia,65-69,M,Smoker,>=35,37,160-179
East Asia,65-69,M,Smoker,>=35,30,140-159
East Asia,65-69,M,Smoker,>=35,24,120-139
East Asia,65-69,M,Smoker,>=35,19,<120
East Asia,60-64,M,Smoker,>=35,41,>=180
East Asia,60-64,M,Smoker,>=35,32,160-179
East Asia,60-64,M,Smoker,>=35,25,140-159
East Asia,60-64,M,Smoker,>=35,19,120-139
East Asia,60-64,M,Smoker,>=35,14,<120
East Asia,55-59,M,Smoker,>=35,36,>=180
East Asia,55-59,M,Smoker,>=35,27,160-179
East Asia,55-59,M,Smoker,>=35,21,140-159
East Asia,55-59,M,Smoker,>=35,15,120-139
East Asia,55-59,M,Smoker,>=35,11,<120
East Asia,50-54,M,Smoker,>=35,31,>=180
East Asia,50-54,M,Smoker,>=35,23,160-179
East Asia,50-54,M,Smoker,>=35,17,140-159
East Asia,50-54,M,Smoker,>=35,12,120-139
East Asia,50-54,M,Smoker,>=35,9,<120
East Asia,45-49,M,Smoker,>=35,27,>=180
East Asia,45-49,M,Smoker,>=35,20,160-179
East Asia,45-49,M,Smoker,>=35,14,140-159
East Asia,45-49,M,Smoker,>=35,10,120-139
East Asia,45-49,M,Smoker,>=35,7,<120
East Asia,40-44,M,Smoker,>=35,24,>=180
East Asia,40-44,M,Smoker,>=35,16,160-179
East Asia,40-44,M,Smoker,>=35,11,140-159
East Asia,40-44,M,Smoker,>=35,8,120-139
East Asia,40-44,M,Smoker,>=35,5,<120
South Asia,70-74,M,Smoker,>=35,40,>=180
South Asia,70-74,M,Smoker,>=35,34,160-179
South Asia,70-74,M,Smoker,>=35,28,140-159
South Asia,70-74,M,Smoker,>=35,24,120-139
South Asia,70-74,M,Smoker,>=35,20,<120
South Asia,65-69,M,Smoker,>=35,36,>=180
South Asia,65-69,M,Smoker,>=35,30,160-179
South Asia,65-69,M,Smoker,>=35,25,140-159
South Asia,65-69,M,Smoker,>=35,20,120-139
South Asia,65-69,M,Smoker,>=35,16,<120
South Asia,60-64,M,Smoker,>=35,32,>=180
South Asia,60-64,M,Smoker,>=35,26,160-179
South Asia,60-64,M,Smoker,>=35,21,140-159
South Asia,60-64,M,Smoker,>=35,17,120-139
South Asia,60-64,M,Smoker,>=35,13,<120
South Asia,55-59,M,Smoker,>=35,29,>=180
South Asia,55-59,M,Smoker,>=35,23,160-179
South Asia,55-59,M,Smoker,>=35,18,140-159
South Asia,55-59,M,Smoker,>=35,14,120-139
South Asia,55-59,M,Smoker,>=35,11,<120
South Asia,50-54,M,Smoker,>=35,26,>=180
South Asia,50-54,M,Smoker,>=35,20,160-179
South Asia,50-54,M,Smoker,>=35,15,140-159
South Asia,50-54,M,Smoker,>=35,12,120-139
South Asia,50-54,M,Smoker,>=35,9,<120
South Asia,45-49,M,Smoker,>=35,23,>=180
South Asia,45-49,M,Smoker,>=35,17,160-179
South Asia,45-49,M,Smoker,>=35,13,140-159
South Asia,45-49,M,Smoker,>=35,10,120-139
South Asia,45-49,M,Smoker,>=35,7,<120
South Asia,40-44,M,Smoker,>=35,20,>=180
South Asia,40-44,M,Smoker,>=35,15,160-179
South Asia,40-44,M,Smoker,>=35,11,140-159
South Asia,40-44,M,Smoker,>=35,8,120-139
South Asia,40-44,M,Smoker,>=35,6,<120
Southeast Asia,70-74,M,Smoker,>=35,44,>=180
Southeast Asia,70-74,M,Smoker,>=35,36,160-179
Southeast Asia,70-74,M,Smoker,>=35,30,140-159
Southeast Asia,70-74,M,Smoker,>=35,24,120-139
Southeast Asia,70-74,M,Smoker,>=35,20,<120
Southeast Asia,65-69,M,Smoker,>=35,39,>=180
Southeast Asia,65-69,M,Smoker,>=35,31,160-179
Southeast Asia,65-69,M,Smoker,>=35,25,140-159
Southeast Asia,65-69,M,Smoker,>=35,20,120-139
Southeast Asia,65-69,M,Smoker,>=35,16,<120
Southeast Asia,60-64,M,Smoker,>=35,34,>=180
Southeast Asia,60-64,M,Smoker,>=35,27,160-179
Southeast Asia,60-64,M,Smoker,>=35,21,140-159
Southeast Asia,60-64,M,Smoker,>=35,16,120-139
Southeast Asia,60-64,M,Smoker,>=35,12,<120
Southeast Asia,55-59,M,Smoker,>=35,30,>=180
Southeast Asia,55-59,M,Smoker,>=35,23,160-179
Southeast Asia,55-59,M,Smoker,>=35,17,140-159
Southeast Asia,55-59,M,Smoker,>=35,13,120-139
Southeast Asia,55-59,M,Smoker,>=35,10,<120
Southeast Asia,50-54,M,Smoker,>=35,27,>=180
Southeast Asia,50-54,M,Smoker,>=35,20,160-179
Southeast Asia,50-54,M,Smoker,>=35,14,140-159
Southeast Asia,50-54,M,Smoker,>=35,11,120-139
Southeast Asia,50-54,M,Smoker,>=35,8,<120
Southeast Asia,45-49,M,Smoker,>=35,23,>=180
Southeast Asia,45-49,M,Smoker,>=35,17,160-179
Southeast Asia,45-49,M,Smoker,>=35,12,140-159
Southeast Asia,45-49,M,Smoker,>=35,8,120-139
Southeast Asia,45-49,M,Smoker,>=35,6,<120
Southeast Asia,40-44,M,Smoker,>=35,20,>=180
Southeast Asia,40-44,M,Smoker,>=35,14,160-179
Southeast Asia,40-44,M,Smoker,>=35,10,140-159
Southeast Asia,40-44,M,Smoker,>=35,7,120-139
Southeast Asia,40-44,M,Smoker,>=35,5,<120
Central Asia,70-74,M,Smoker,>=35,84,>=180
Central Asia,70-74,M,Smoker,>=35,73,160-179
Central Asia,70-74,M,Smoker,>=35,60,140-159
Central Asia,70-74,M,Smoker,>=35,48,120-139
Central Asia,70-74,M,Smoker,>=35,38,<120
Central Asia,65-69,M,Smoker,>=35,77,>=180
Central Asia,65-69,M,Smoker,>=35,64,160-179
Central Asia,65-69,M,Smoker,>=35,51,140-159
Central Asia,65-69,M,Smoker,>=35,39,120-139
Central Asia,65-69,M,Smoker,>=35,29,<120
Central Asia,60-64,M,Smoker,>=35,70,>=180
Central Asia,60-64,M,Smoker,>=35,55,160-179
Central Asia,60-64,M,Smoker,>=35,42,140-159
Central Asia,60-64,M,Smoker,>=35,30,120-139
Central Asia,60-64,M,Smoker,>=35,22,<120
Central Asia,55-59,M,Smoker,>=35,62,>=180
Central Asia,55-59,M,Smoker,>=35,47,160-179
Central Asia,55-59,M,Smoker,>=35,34,140-159
Central Asia,55-59,M,Smoker,>=35,24,120-139
Central Asia,55-59,M,Smoker,>=35,16,<120
Central Asia,50-54,M,Smoker,>=35,54,>=180
Central Asia,50-54,M,Smoker,>=35,39,160-179
Central Asia,50-54,M,Smoker,>=35,27,140-159
Central Asia,50-54,M,Smoker,>=35,18,120-139
Central Asia,50-54,M,Smoker,>=35,12,<120
Central Asia,45-49,M,Smoker,>=35,47,>=180
Central Asia,45-49,M,Smoker,>=35,32,160-179
Central Asia,45-49,M,Smoker,>=35,21,140-159
Central Asia,45-49,M,Smoker,>=35,14,120-139
Central Asia,45-49,M,Smoker,>=35,9,<120
Central Asia,40-44,M,Smoker,>=35,40,>=180
Central Asia,40-44,M,Smoker,>=35,26,160-179
Central Asia,40-44,M,Smoker,>=35,17,140-159
Central Asia,40-44,M,Smoker,>=35,11,120-139
Central Asia,40-44,M,Smoker,>=35,7,<120
High-Income Asia Pacific,70-74,M,Smoker,>=35,34,>=180
High-Income Asia Pacific,70-74,M,Smoker,>=35,30,160-179
High-Income Asia Pacific,70-74,M,Smoker,>=35,25,140-159
High-Income Asia Pacific,70-74,M,Smoker,>=35,22,120-139
High-Income Asia Pacific,70-74,M,Smoker,>=35,18,<120
High-Income Asia Pacific,65-69,M,Smoker,>=35,31,>=180
High-Income Asia Pacific,65-69,M,Smoker,>=35,26,160-179
High-Income Asia Pacific,65-69,M,Smoker,>=35,22,140-159
High-Income Asia Pacific,65-69,M,Smoker,>=35,18,120-139
High-Income Asia Pacific,65-69,M,Smoker,>=35,15,<120
High-Income Asia Pacific,60-64,M,Smoker,>=35,28,>=180
High-Income Asia Pacific,60-64,M,Smoker,>=35,23,160-179
High-Income Asia Pacific,60-64,M,Smoker,>=35,19,140-159
High-Income Asia Pacific,60-64,M,Smoker,>=35,16,120-139
High-Income Asia Pacific,60-64,M,Smoker,>=35,13,<120
High-Income Asia Pacific,55-59,M,Smoker,>=35,26,>=180
High-Income Asia Pacific,55-59,M,Smoker,>=35,21,160-179
High-Income Asia Pacific,55-59,M,Smoker,>=35,17,140-159
High-Income Asia Pacific,55-59,M,Smoker,>=35,13,120-139
High-Income Asia Pacific,55-59,M,Smoker,>=35,11,<120
High-Income Asia Pacific,50-54,M,Smoker,>=35,23,>=180
High-Income Asia Pacific,50-54,M,Smoker,>=35,18,160-179
High-Income Asia Pacific,50-54,M,Smoker,>=35,15,140-159
High-Income Asia Pacific,50-54,M,Smoker,>=35,11,120-139
High-Income Asia Pacific,50-54,M,Smoker,>=35,9,<120
High-Income Asia Pacific,45-49,M,Smoker,>=35,21,>=180
High-Income Asia Pacific,45-49,M,Smoker,>=35,16,160-179
High-Income Asia Pacific,45-49,M,Smoker,>=35,13,140-159
High-Income Asia Pacific,45-49,M,Smoker,>=35,10,120-139
High-Income Asia Pacific,45-49,M,Smoker,>=35,7,<120
High-Income Asia Pacific,40-44,M,Smoker,>=35,19,>=180
High-Income Asia Pacific,40-44,M,Smoker,>=35,14,160-179
High-Income Asia Pacific,40-44,M,Smoker,>=35,11,140-159
High-Income Asia Pacific,40-44,M,Smoker,>=35,8,120-139
High-Income Asia Pacific,40-44,M,Smoker,>=35,6,<120
Western Europe,70-74,M,Smoker,>=35,49,>=180
Western Europe,70-74,M,Smoker,>=35,41,160-179
Western Europe,70-74,M,Smoker,>=35,35,140-159
Western Europe,70-74,M,Smoker,>=35,29,120-139
Western Europe,70-74,M,Smoker,>=35,23,<120
Western Europe,65-69,M,Smoker,>=35,44,>=180
Western Europe,65-69,M,Smoker,>=35,36,160-179
Western Europe,65-69,M,Smoker,>=35,30,140-159
Western Europe,65-69,M,Smoker,>=35,24,120-139
Western Europe,65-69,M,Smoker,>=35,19,<120
Western Europe,60-64,M,Smoker,>=35,39,>=180
Western Europe,60-64,M,Smoker,>=35,32,160-179
Western Europe,60-64,M,Smoker,>=35,25,140-159
Western Europe,60-64,M,Smoker,>=35,20,120-139
Western Europe,60-64,M,Smoker,>=35,15,<120
Western Europe,55-59,M,Smoker,>=35,35,>=180
Western Europe,55-59,M,Smoker,>=35,27,160-179
Western Europe,55-59,M,Smoker,>=35,21,140-159
Western Europe,55-59,M,Smoker,>=35,16,120-139
Western Europe,55-59,M,Smoker,>=35,12,<120
Western Europe,50-54,M,Smoker,>=35,31,>=180
Western Europe,50-54,M,Smoker,>=35,24,160-179
Western Europe,50-54,M,Smoker,>=35,18,140-159
Western Europe,50-54,M,Smoker,>=35,13,120-139
Western Europe,50-54,M,Smoker,>=35,10,<120
Western Europe,45-49,M,Smoker,>=35,27,>=180
Western Europe,45-49,M,Smoker,>=35,20,160-179
Western Europe,45-49,M,Smoker,>=35,15,140-159
Western Europe,45-49,M,Smoker,>=35,11,120-139
Western Europe,45-49,M,Smoker,>=35,8,<120
Western Europe,40-44,M,Smoker,>=35,24,>=180
Western Europe,40-44,M,Smoker,>=35,18,160-179
Western Europe,40-44,M,Smoker,>=35,13,140-159
Western Europe,40-44,M,Smoker,>=35,9,120-139
Western Europe,40-44,M,Smoker,>=35,6,<120
Central Europe,70-74,M,Smoker,>=35,59,>=180
Central Europe,70-74,M,Smoker,>=35,49,160-179
Central Europe,70-74,M,Smoker,>=35,41,140-159
Central Europe,70-74,M,Smoker,>=35,33,120-139
Central Europe,70-74,M,Smoker,>=35,26,<120
Central Europe,65-69,M,Smoker,>=35,53,>=180
Central Europe,65-69,M,Smoker,>=35,43,160-179
Central Europe,65-69,M,Smoker,>=35,34,140-159
Central Europe,65-69,M,Smoker,>=35,27,120-139
Central Europe,65-69,M,Smoker,>=35,21,<120
Central Europe,60-64,M,Smoker,>=35,47,>=180
Central Europe,60-64,M,Smoker,>=35,37,160-179
Central Europe,60-64,M,Smoker,>=35,28,140-159
Central Europe,60-64,M,Smoker,>=35,21,120-139
Central Europe,60-64,M,Smoker,>=35,16,<120
Central Europe,55-59,M,Smoker,>=35,41,>=180
Central Europe,55-59,M,Smoker,>=35,31,160-179
Central Europe,55-59,M,Smoker,>=35,23,140-159
Central Europe,55-59,M,Smoker,>=35,17,120-139
Central Europe,55-59,M,Smoker,>=35,12,<120
Central Europe,50-54,M,Smoker,>=35,36,>=180
Central Europe,50-54,M,Smoker,>=35,27,160-179
Central Europe,50-54,M,Smoker,>=35,19,140-159
Central Europe,50-54,M,Smoker,>=35,14,120-139
Central Europe,50-54,M,Smoker,>=35,10,<120
Central Europe,45-49,M,Smoker,>=35,31,>=180
Central Europe,45-49,M,Smoker,>=35,22,160-179
Central Europe,45-49,M,Smoker,>=35,16,140-159
Central Europe,45-49,M,Smoker,>=35,11,120-139
Central Europe,45-49,M,Smoker,>=35,7,<120
Central Europe,40-44,M,Smoker,>=35,27,>=180
Central Europe,40-44,M,Smoker,>=35,19,160-179
Central Europe,40-44,M,Smoker,>=35,13,140-159
Central Europe,40-44,M,Smoker,>=35,9,120-139
Central Europe,40-44,M,Smoker,>=35,6,<120
Eastern Europe,70-74,M,Smoker,>=35,56,>=180
Eastern Europe,70-74,M,Smoker,>=35,49,160-179
Eastern Europe,70-74,M,Smoker,>=35,42,140-159
Eastern Europe,70-74,M,Smoker,>=35,36,120-139
Eastern Europe,70-74,M,Smoker,>=35,30,<120
Eastern Europe,65-69,M,Smoker,>=35,51,>=180
Eastern Europe,65-69,M,Smoker,>=35,44,160-179
Eastern Europe,65-69,M,Smoker,>=35,37,140-159
Eastern Europe,65-69,M,Smoker,>=35,31,120-139
Eastern Europe,65-69,M,Smoker,>=35,25,<120
Eastern Europe,60-64,M,Smoker,>=35,47,>=180
Eastern Europe,60-64,M,Smoker,>=35,39,160-179
Eastern Europe,60-64,M,Smoker,>=35,32,140-159
Eastern Europe,60-64,M,Smoker,>=35,26,120-139
Eastern Europe,60-64,M,Smoker,>=35,21,<120
Eastern Europe,55-59,M,Smoker,>=35,42,>=180
Eastern Europe,55-59,M,Smoker,>=35,34,160-179
Eastern Europe,55-59,M,Smoker,>=35,28,140-159
Eastern Europe,55-59,M,Smoker,>=35,22,120-139
Eastern Europe,55-59,M,Smoker,>=35,18,<120
Eastern Europe,50-54,M,Smoker,>=35,38,>=180
Eastern Europe,50-54,M,Smoker,>=35,31,160-179
Eastern Europe,50-54,M,Smoker,>=35,24,140-159
Eastern Europe,50-54,M,Smoker,>=35,19,120-139
Eastern Europe,50-54,M,Smoker,>=35,15,<120
Eastern Europe,45-49,M,Smoker,>=35,35,>=180
Eastern Europe,45-49,M,Smoker,>=35,27,160-179
Eastern Europe,45-49,M,Smoker,>=35,21,140-159
Eastern Europe,45-49,M,Smoker,>=35,16,120-139
Eastern Europe,45-49,M,Smoker,>=35,12,<120
Eastern Europe,40-44,M,Smoker,>=35,31,>=180
Eastern Europe,40-44,M,Smoker,>=35,24,160-179
Eastern Europe,40-44,M,Smoker,>=35,18,140-159
Eastern Europe,40-44,M,Smoker,>=35,13,120-139
Eastern Europe,40-44,M,Smoker,>=35,10,<120
Oceania,70-74,M,Smoker,>=35,38,>=180
Oceania,70-74,M,Smoker,>=35,33,160-179
Oceania,70-74,M,Smoker,>=35,28,140-159
Oceania,70-74,M,Smoker,>=35,23,120-139
Oceania,70-74,M,Smoker,>=35,20,<120
Oceania,65-69,M,Smoker,>=35,35,>=180
Oceania,65-69,M,Smoker,>=35,29,160-179
Oceania,65-69,M,Smoker,>=35,24,140-159
Oceania,65-69,M,Smoker,>=35,20,120-139
Oceania,65-69,M,Smoker,>=35,16,<120
Oceania,60-64,M,Smoker,>=35,31,>=180
Oceania,60-64,M,Smoker,>=35,25,160-179
Oceania,60-64,M,Smoker,>=35,21,140-159
Oceania,60-64,M,Smoker,>=35,17,120-139
Oceania,60-64,M,Smoker,>=35,13,<120
Oceania,55-59,M,Smoker,>=35,28,>=180
Oceania,55-59,M,Smoker,>=35,22,160-179
Oceania,55-59,M,Smoker,>=35,18,140-159
Oceania,55-59,M,Smoker,>=35,14,120-139
Oceania,55-59,M,Smoker,>=35,11,<120
Oceania,50-54,M,Smoker,>=35,25,>=180
Oceania,50-54,M,Smoker,>=35,19,160-179
Oceania,50-54,M,Smoker,>=35,15,140-159
Oceania,50-54,M,Smoker,>=35,12,120-139
Oceania,50-54,M,Smoker,>=35,9,<120
Oceania,45-49,M,Smoker,>=35,22,>=180
Oceania,45-49,M,Smoker,>=35,17,160-179
Oceania,45-49,M,Smoker,>=35,13,140-159
Oceania,45-49,M,Smoker,>=35,10,120-139
Oceania,45-49,M,Smoker,>=35,7,<120
Oceania,40-44,M,Smoker,>=35,20,>=180
Oceania,40-44,M,Smoker,>=35,15,160-179
Oceania,40-44,M,Smoker,>=35,11,140-159
Oceania,40-44,M,Smoker,>=35,8,120-139
Oceania,40-44,M,Smoker,>=35,6,<120
Australasia,70-74,M,Smoker,>=35,44,>=180
Australasia,70-74,M,Smoker,>=35,38,160-179
Australasia,70-74,M,Smoker,>=35,32,140-159
Australasia,70-74,M,Smoker,>=35,27,120-139
Australasia,70-74,M,Smoker,>=35,22,<120
Australasia,65-69,M,Smoker,>=35,40,>=180
Australasia,65-69,M,Smoker,>=35,33,160-179
Australasia,65-69,M,Smoker,>=35,28,140-159
Australasia,65-69,M,Smoker,>=35,23,120-139
Australasia,65-69,M,Smoker,>=35,19,<120
Australasia,60-64,M,Smoker,>=35,36,>=180
Australasia,60-64,M,Smoker,>=35,29,160-179
Australasia,60-64,M,Smoker,>=35,24,140-159
Australasia,60-64,M,Smoker,>=35,19,120-139
Australasia,60-64,M,Smoker,>=35,15,<120
Australasia,55-59,M,Smoker,>=35,32,>=180
Australasia,55-59,M,Smoker,>=35,26,160-179
Australasia,55-59,M,Smoker,>=35,20,140-159
Australasia,55-59,M,Smoker,>=35,16,120-139
Australasia,55-59,M,Smoker,>=35,13,<120
Australasia,50-54,M,Smoker,>=35,29,>=180
Australasia,50-54,M,Smoker,>=35,23,160-179
Australasia,50-54,M,Smoker,>=35,18,140-159
Australasia,50-54,M,Smoker,>=35,14,120-139
Australasia,50-54,M,Smoker,>=35,11,<120
Australasia,45-49,M,Smoker,>=35,26,>=180
Australasia,45-49,M,Smoker,>=35,20,160-179
Australasia,45-49,M,Smoker,>=35,15,140-159
Australasia,45-49,M,Smoker,>=35,12,120-139
Australasia,45-49,M,Smoker,>=35,9,<120
Australasia,40-44,M,Smoker,>=35,23,>=180
Australasia,40-44,M,Smoker,>=35,17,160-179
Australasia,40-44,M,Smoker,>=35,13,140-159
Australasia,40-44,M,Smoker,>=35,10,120-139
Australasia,40-44,M,Smoker,>=35,7,<120
North Afrika and Middle East,70-74,F,Non-smoker,<20,33,>=180
North Afrika and Middle East,70-74,F,Non-smoker,<20,29,160-179
North Afrika and Middle East,70-74,F,Non-smoker,<20,25,140-159
North Afrika and Middle East,70-74,F,Non-smoker,<20,21,120-139
North Afrika and Middle East,70-74,F,Non-smoker,<20,18,<120
North Afrika and Middle East,65-69,F,Non-smoker,<20,27,>=180
North Afrika and Middle East,65-69,F,Non-smoker,<20,23,160-179
North Afrika and Middle East,65-69,F,Non-smoker,<20,19,140-159
North Afrika and Middle East,65-69,F,Non-smoker,<20,16,120-139
North Afrika and Middle East,65-69,F,Non-smoker,<20,13,<120
North Afrika and Middle East,60-64,F,Non-smoker,<20,22,>=180
North Afrika and Middle East,60-64,F,Non-smoker,<20,18,160-179
North Afrika and Middle East,60-64,F,Non-smoker,<20,15,140-159
North Afrika and Middle East,60-64,F,Non-smoker,<20,12,120-139
North Afrika and Middle East,60-64,F,Non-smoker,<20,10,<120
North Afrika and Middle East,55-59,F,Non-smoker,<20,18,>=180
North Afrika and Middle East,55-59,F,Non-smoker,<20,14,160-179
North Afrika and Middle East,55-59,F,Non-smoker,<20,11,140-159
North Afrika and Middle East,55-59,F,Non-smoker,<20,9,120-139
North Afrika and Middle East,55-59,F,Non-smoker,<20,7,<120
North Afrika and Middle East,50-54,F,Non-smoker,<20,14,>=180
North Afrika and Middle East,50-54,F,Non-smoker,<20,11,160-179
North Afrika and Middle East,50-54,F,Non-smoker,<20,9,140-159
North Afrika and Middle East,50-54,F,Non-smoker,<20,7,120-139
North Afrika and Middle East,50-54,F,Non-smoker,<20,5,<120
North Afrika and Middle East,45-49,F,Non-smoker,<20,11,>=180
North Afrika and Middle East,45-49,F,Non-smoker,<20,9,160-179
