Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
South Asia,70-74,Yes,M,Smoker,>=7,34,120-139
South Asia,70-74,Yes,M,Smoker,>=7,29,<120
South Asia,65-69,Yes,M,Smoker,>=7,51,>=180
South Asia,65-69,Yes,M,Smoker,>=7,43,160-179
South Asia,65-69,Yes,M,Smoker,>=7,36,140-159
South Asia,65-69,Yes,M,Smoker,>=7,30,120-139
South Asia,65-69,Yes,M,Smoker,>=7,25,<120
South Asia,60-64,Yes,M,Smoker,>=7,47,>=180
South Asia,60-64,Yes,M,Smoker,>=7,39,160-179
South Asia,60-64,Yes,M,Smoker,>=7,32,140-159
South Asia,60-64,Yes,M,Smoker,>=7,27,120-139
South Asia,60-64,Yes,M,Smoker,>=7,22,<120
South Asia,55-59,Yes,M,Smoker,>=7,44,>=180
South Asia,55-59,Yes,M,Smoker,>=7,36,160-179
South Asia,55-59,Yes,M,Smoker,>=7,29,140-159
South Asia,55-59,Yes,M,Smoker,>=7,23,120-139
South Asia,55-59,Yes,M,Smoker,>=7,19,<120
South Asia,50-54,Yes,M,Smoker,>=7,40,>=180
South Asia,50-54,Yes,M,Smoker,>=7,32,160-179
South Asia,50-54,Yes,M,Smoker,>=7,26,140-159
South Asia,50-54,Yes,M,Smoker,>=7,20,120-139
South Asia,50-54,Yes,M,Smoker,>=7,16,<120
South Asia,45-49,Yes,M,Smoker,>=7,37,>=180
South Asia,45-49,Yes,M,Smoker,>=7,29,160-179
South Asia,45-49,Yes,M,Smoker,>=7,23,140-159
South Asia,45-49,Yes,M,Smoker,>=7,18,120-139
South Asia,45-49,Yes,M,Smoker,>=7,14,<120
South Asia,40-44,Yes,M,Smoker,>=7,34,>=180
South Asia,40-44,Yes,M,Smoker,>=7,27,160-179
South Asia,40-44,Yes,M,Smoker,>=7,20,140-159
South Asia,40-44,Yes,M,Smoker,>=7,15,120-139
South Asia,40-44,Yes,M,Smoker,>=7,12,<120
Southeast Asia,70-74,No,M,Smoker,>=7,44,>=180
Southeast Asia,70-74,No,M,Smoker,>=7,37,160-179
Southeast Asia,70-74,No,M,Smoker,>=7,30,140-159
Southeast Asia,70-74,No,M,Smoker,>=7,25,120-139
Southeast Asia,70-74,No,M,Smoker,>=7,20,<120
Southeast Asia,65-69,No,M,Smoker,>=7,38,>=180
Southeast Asia,65-69,No,M,Smoker,>=7,31,160-179
Southeast Asia,65-69,No,M,Smoker,>=7,25,140-159
Southeast Asia,65-69,No,M,Smoker,>=7,20,120-139
Southeast Asia,65-69,No,M,Smoker,>=7,16,<120
Southeast Asia,60-64,No,M,Smoker,>=7,33,>=180
Southeast Asia,60-64,No,M,Smoker,>=7,26,160-179
Southeast Asia,60-64,No,M,Smoker,>=7,20,140-159
Southeast Asia,60-64,No,M,Smoker,>=7,16,120-139
Southeast Asia,60-64,No,M,Smoker,>=7,12,<120
Southeast Asia,55-59,No,M,Smoker,>=7,28,>=180
Southeast Asia,55-59,No,M,Smoker,>=7,21,160-179
Southeast Asia,55-59,No,M,Smoker,>=7,16,140-159
Southeast Asia,55-59,No,M,Smoker,>=7,12,120-139
Southeast Asia,55-59,No,M,Smoker,>=7,9,<120
Southeast Asia,50-54,No,M,Smoker,>=7,23,>=180
Southeast Asia,50-54,No,M,Smoker,>=7,18,160-179
Southeast Asia,50-54,No,M,Smoker,>=7,13,140-159
Southeast Asia,50-54,No,M,Smoker,>=7,10,120-139
Southeast Asia,50-54,No,M,Smoker,>=7,7,<120
Southeast Asia,45-49,No,M,Smoker,>=7,20,>=180
Southeast Asia,45-49,No,M,Smoker,>=7,14,160-179
Southeast Asia,45-49,No,M,Smoker,>=7,10,140-159
Southeast Asia,45-49,No,M,Smoker,>=7,8,120-139
Southeast Asia,45-49,No,M,Smoker,>=7,5,<120
Southeast Asia,40-44,No,M,Smoker,>=7,17,>=180
Southeast Asia,40-44,No,M,Smoker,>=7,12,160-179
Southeast Asia,40-44,No,M,Smoker,>=7,8,140-159
Southeast Asia,40-44,No,M,Smoker,>=7,6,120-139
Southeast Asia,40-44,No,M,Smoker,>=7,4,<120
Southeast Asia,70-74,Yes,M,Smoker,>=7,59,>=180
Southeast Asia,70-74,Yes,M,Smoker,>=7,50,160-179
Southeast Asia,70-74,Yes,M,Smoker,>=7,42,140-159
Southeast Asia,70-74,Yes,M,Smoker,>=7,35,120-139
Southeast Asia,70-74,Yes,M,Smoker,>=7,29,<120
Southeast Asia,65-69,Yes,M,Smoker,>=7,54,>=180
Southeast Asia,65-69,Yes,M,Smoker,>=7,45,160-179
Southeast Asia,65-69,Yes,M,Smoker,>=7,37,140-159
Southeast Asia,65-69,Yes,M,Smoker,>=7,30,120-139
Southeast Asia,65-69,Yes,M,Smoker,>=7,24,<120
Southeast Asia,60-64,Yes,M,Smoker,>=7,50,>=180
Southeast Asia,60-64,Yes,M,Smoker,>=7,41,160-179
Southeast Asia,60-64,Yes,M,Smoker,>=7,33,140-159
Southeast Asia,60-64,Yes,M,Smoker,>=7,26,120-139
Southeast Asia,60-64,Yes,M,Smoker,>=7,20,<120
Southeast Asia,55-59,Yes,M,Smoker,>=7,46,>=180
Southeast Asia,55-59,Yes,M,Smoker,>=7,37,160-179
Southeast Asia,55-59,Yes,M,Smoker,>=7,29,140-159
Southeast Asia,55-59,Yes,M,Smoker,>=7,22,120-139
Southeast Asia,55-59,Yes,M,Smoker,>=7,17,<120
Southeast Asia,50-54,Yes,M,Smoker,>=7,42,>=180
Southeast Asia,50-54,Yes,M,Smoker,>=7,33,160-179
Southeast Asia,50-54,Yes,M,Smoker,>=7,25,140-159
Southeast Asia,50-54,Yes,M,Smoker,>=7,19,120-139
Southeast Asia,50-54,Yes,M,Smoker,>=7,14,<120
Southeast Asia,45-49,Yes,M,Smoker,>=7,38,>=180
Southeast Asia,45-49,Yes,M,Smoker,>=7,29,160-179
Southeast Asia,45-49,Yes,M,Smoker,>=7,22,140-159
Southeast Asia,45-49,Yes,M,Smoker,>=7,16,120-139
Southeast Asia,45-49,Yes,M,Smoker,>=7,12,<120
Southeast Asia,40-44,Yes,M,Smoker,>=7,35,>=180
Southeast Asia,40-44,Yes,M,Smoker,>=7,26,160-179
Southeast Asia,40-44,Yes,M,Smoker,>=7,19,140-159
Southeast Asia,40-44,Yes,M,Smoker,>=7,14,120-139
Southeast Asia,40-44,Yes,M,Smoker,>=7,10,<120
Central Asia,70-74,No,M,Smoker,>=7,87,>=180
Central Asia,70-74,No,M,Smoker,>=7,78,160-179
Central Asia,70-74,No,M,Smoker,>=7,66,140-159
Central Asia,70-74,No,M,Smoker,>=7,55,120-139
Central Asia,70-74,No,M,Smoker,>=7,44,<120
Central Asia,65-69,No,M,Smoker,>=7,80,>=180
Central Asia,65-69,No,M,Smoker,>=7,68,160-179
Central Asia,65-69,No,M,Smoker,>=7,55,140-159
Central Asia,65-69,No,M,Smoker,>=7,44,120-139
Central Asia,65-69,No,M,Smoker,>=7,33,<120
Central Asia,60-64,No,M,Smoker,>=7,71,>=180
Central Asia,60-64,No,M,Smoker,>=7,58,160-179
Central Asia,60-64,No,M,Smoker,>=7,45,140-159
Central Asia,60-64,No,M,Smoker,>=7,34,120-139
Central Asia,60-64,No,M,Smoker,>=7,25,<120
Central Asia,55-59,No,M,Smoker,>=7,62,>=180
Central Asia,55-59,No,M,Smoker,>=7,48,160-179
Central Asia,55-59,No,M,Smoker,>=7,36,140-159
Central Asia,55-59,No,M,Smoker,>=7,26,120-139
Central Asia,55-59,No,M,Smoker,>=7,18,<120
Central Asia,50-54,No,M,Smoker,>=7,52,>=180
Central Asia,50-54,No,M,Smoker,>=7,39,160-179
Central Asia,50-54,No,M,Smoker,>=7,28,140-159
Central Asia,50-54,No,M,Smoker,>=7,19,120-139
Central Asia,50-54,No,M,Smoker,>=7,13,<120
Central Asia,45-49,No,M,Smoker,>=7,44,>=180
Central Asia,45-49,No,M,Smoker,>=7,31,160-179
Central Asia,45-49,No,M,Smoker,>=7,22,140-159
Central Asia,45-49,No,M,Smoker,>=7,15,120-139
Central Asia,45-49,No,M,Smoker,>=7,10,<120
Central Asia,40-44,No,M,Smoker,>=7,36,>=180
Central Asia,40-44,No,M,Smoker,>=7,25,160-179
Central Asia,40-44,No,M,Smoker,>=7,16,140-159
Central Asia,40-44,No,M,Smoker,>=7,11,120-139
Central Asia,40-44,No,M,Smoker,>=7,7,<120
Central Asia,70-74,Yes,M,Smoker,>=7,98,>=180
Central Asia,70-74,Yes,M,Smoker,>=7,94,160-179
Central Asia,70-74,Yes,M,Smoker,>=7,88,140-159
Central Asia,70-74,Yes,M,Smoker,>=7,78,120-139
Central Asia,70-74,Yes,M,Smoker,>=7,67,<120
Central Asia,65-69,Yes,M,Smoker,>=7,97,>=180
Central Asia,65-69,Yes,M,Smoker,>=7,91,160-179
Central Asia,65-69,Yes,M,Smoker,>=7,82,140-159
Central Asia,65-69,Yes,M,Smoker,>=7,70,120-139
Central Asia,65-69,Yes,M,Smoker,>=7,57,<120
Central Asia,60-64,Yes,M,Smoker,>=7,94,>=180
Central Asia,60-64,Yes,M,Smoker,>=7,86,160-179
Central Asia,60-64,Yes,M,Smoker,>=7,75,140-159
Central Asia,60-64,Yes,M,Smoker,>=7,61,120-139
Central Asia,60-64,Yes,M,Smoker,>=7,48,<120
Central Asia,55-59,Yes,M,Smoker,>=7,91,>=180
Central Asia,55-59,Yes,M,Smoker,>=7,81,160-179
Central Asia,55-59,Yes,M,Smoker,>=7,67,140-159
Central Asia,55-59,Yes,M,Smoker,>=7,53,120-139
Central Asia,55-59,Yes,M,Smoker,>=7,40,<120
Central Asia,50-54,Yes,M,Smoker,>=7,87,>=180
Central Asia,50-54,Yes,M,Smoker,>=7,74,160-179
Central Asia,50-54,Yes,M,Smoker,>=7,59,140-159
Central Asia,50-54,Yes,M,Smoker,>=7,45,120-139
Central Asia,50-54,Yes,M,Smoker,>=7,32,<120
Central Asia,45-49,Yes,M,Smoker,>=7,83,>=180
Central Asia,45-49,Yes,M,Smoker,>=7,68,160-179
Central Asia,45-49,Yes,M,Smoker,>=7,52,140-159
Central Asia,45-49,Yes,M,Smoker,>=7,37,120-139
Central Asia,45-49,Yes,M,Smoker,>=7,26,<120
Central Asia,40-44,Yes,M,Smoker,>=7,77,>=180
Central Asia,40-44,Yes,M,Smoker,>=7,61,160-179
Central Asia,40-44,Yes,M,Smoker,>=7,45,140-159
Central Asia,40-44,Yes,M,Smoker,>=7,31,120-139
Central Asia,40-44,Yes,M,Smoker,>=7,21,<120
High-Income Asia Pacific,70-74,No,M,Smoker,>=7,34,>=180
High-Income Asia Pacific,70-74,No,M,Smoker,>=7,30,160-179
High-Income Asia Pacific,70-74,No,M,Smoker,>=7,25,140-159
High-Income Asia Pacific,70-74,No,M,Smoker,>=7,22,120-139
High-Income Asia Pacific,70-74,No,M,Smoker,>=7,18,<120
High-Income Asia Pacific,65-69,No,M,Smoker,>=7,30,>=180
High-Income Asia Pacific,65-69,No,M,Smoker,>=7,26,160-179
High-Income Asia Pacific,65-69,No,M,Smoker,>=7,22,140-159
High-Income Asia Pacific,65-69,No,M,Smoker,>=7,18,120-139
High-Income Asia Pacific,65-69,No,M,Smoker,>=7,15,<120
High-Income Asia Pacific,60-64,No,M,Smoker,>=7,27,>=180
High-Income Asia Pacific,60-64,No,M,Smoker,>=7,22,160-179
High-Income Asia Pacific,60-64,No,M,Smoker,>=7,19,140-159
High-Income Asia Pacific,60-64,No,M,Smoker,>=7,15,120-139
High-Income Asia Pacific,60-64,No,M,Smoker,>=7,13,<120
High-Income Asia Pacific,55-59,No,M,Smoker,>=7,24,>=180
High-Income Asia Pacific,55-59,No,M,Smoker,>=7,19,160-179
High-Income Asia Pacific,55-59,No,M,Smoker,>=7,16,140-159
High-Income Asia Pacific,55-59,No,M,Smoker,>=7,13,120-139
High-Income Asia Pacific,55-59,No,M,Smoker,>=7,10,<120
High-Income Asia Pacific,50-54,No,M,Smoker,>=7,21,>=180
High-Income Asia Pacific,50-54,No,M,Smoker,>=7,17,160-179
High-Income Asia Pacific,50-54,No,M,Smoker,>=7,13,140-159
High-Income Asia Pacific,50-54,No,M,Smoker,>=7,11,120-139
High-Income Asia Pacific,50-54,No,M,Smoker,>=7,8,<120
High-Income Asia Pacific,45-49,No,M,Smoker,>=7,18,>=180
High-Income Asia Pacific,45-49,No,M,Smoker,>=7,14,160-179
High-Income Asia Pacific,45-49,No,M,Smoker,>=7,11,140-159
High-Income Asia Pacific,45-49,No,M,Smoker,>=7,9,120-139
High-Income Asia Pacific,45-49,No,M,Smoker,>=7,7,<120
High-Income Asia Pacific,40-44,No,M,Smoker,>=7,16,>=180
High-Income Asia Pacific,40-44,No,M,Smoker,>=7,12,160-179
High-Income Asia Pacific,40-44,No,M,Smoker,>=7,10,140-159
High-Income Asia Pacific,40-44,No,M,Smoker,>=7,7,120-139
High-Income Asia Pacific,40-44,No,M,Smoker,>=7,6,<120
High-Income Asia Pacific,70-74,Yes,M,Smoker,>=7,44,>=180
High-Income Asia Pacific,70-74,Yes,M,Smoker,>=7,38,160-179
High-Income Asia Pacific,70-74,Yes,M,Smoker,>=7,33,140-159
High-Income Asia Pacific,70-74,Yes,M,Smoker,>=7,29,120-139
High-Income Asia Pacific,70-74,Yes,M,Smoker,>=7,24,<120
High-Income Asia Pacific,65-69,Yes,M,Smoker,>=7,41,>=180
High-Income Asia Pacific,65-69,Yes,M,Smoker,>=7,35,160-179
High-Income Asia Pacific,65-69,Yes,M,Smoker,>=7,30,140-159
High-Income Asia Pacific,65-69,Yes,M,Smoker,>=7,25,120-139
High-Income Asia Pacific,65-69,Yes,M,Smoker,>=7,21,<120
High-Income Asia Pacific,60-64,Yes,M,Smoker,>=7,38,>=180
High-Income Asia Pacific,60-64,Yes,M,Smoker,>=7,32,160-179
High-Income Asia Pacific,60-64,Yes,M,Smoker,>=7,27,140-159
High-Income Asia Pacific,60-64,Yes,M,Smoker,>=7,23,120-139
High-Income Asia Pacific,60-64,Yes,M,Smoker,>=7,19,<120
High-Income Asia Pacific,55-59,Yes,M,Smoker,>=7,36,>=180
High-Income Asia Pacific,55-59,Yes,M,Smoker,>=7,30,160-179
High-Income Asia Pacific,55-59,Yes,M,Smoker,>=7,24,140-159
High-Income Asia Pacific,55-59,Yes,M,Smoker,>=7,20,120-139
High-Income Asia Pacific,55-59,Yes,M,Smoker,>=7,16,<120
High-Income Asia Pacific,50-54,Yes,M,Smoker,>=7,33,>=180
High-Income Asia Pacific,50-54,Yes,M,Smoker,>=7,27,160-179
High-Income Asia Pacific,50-54,Yes,M,Smoker,>=7,22,140-159
High-Income Asia Pacific,50-54,Yes,M,Smoker,>=7,18,120-139
High-Income Asia Pacific,50-54,Yes,M,Smoker,>=7,14,<120
High-Income Asia Pacific,45-49,Yes,M,Smoker,>=7,31,>=180
High-Income Asia Pacific,45-49,Yes,M,Smoker,>=7,25,160-179
High-Income Asia Pacific,45-49,Yes,M,Smoker,>=7,20,140-159
High-Income Asia Pacific,45-49,Yes,M,Smoker,>=7,16,120-139
High-Income Asia Pacific,45-49,Yes,M,Smoker,>=7,12,<120
High-Income Asia Pacific,40-44,Yes,M,Smoker,>=7,29,>=180
High-Income Asia Pacific,40-44,Yes,M,Smoker,>=7,23,160-179
High-Income Asia Pacific,40-44,Yes,M,Smoker,>=7,18,140-159
High-Income Asia Pacific,40-44,Yes,M,Smoker,>=7,14,120-139
High-Income Asia Pacific,40-44,Yes,M,Smoker,>=7,11,<120
Western Europe,70-74,No,M,Smoker,>=7,49,>=180
Western Europe,70-74,No,M,Smoker,>=7,42,160-179
Western Europe,70-74,No,M,Smoker,>=7,35,140-159
Western Europe,70-74,No,M,Smoker,>=7,29,120-139
Western Europe,70-74,No,M,Smoker,>=7,24,<120
Western Europe,65-69,No,M,Smoker,>=7,43,>=180
Western Europe,65-69,No,M,Smoker,>=7,36,160-179
Western Europe,65-69,No,M,Smoker,>=7,30,140-159
Western Europe,65-69,No,M,Smoker,>=7,24,120-139
Western Europe,65-69,No,M,Smoker,>=7,19,<120
Western Europe,60-64,No,M,Smoker,>=7,38,>=180
Western Europe,60-64,No,M,Smoker,>=7,31,160-179
Western Europe,60-64,No,M,Smoker,>=7,25,140-159
Western Europe,60-64,No,M,Smoker,>=7,20,120-139
Western Europe,60-64,No,M,Smoker,>=7,16,<120
Western Europe,55-59,No,M,Smoker,>=7,33,>=180
Western Europe,55-59,No,M,Smoker,>=7,26,160-179
Western Europe,55-59,No,M,Smoker,>=7,20,140-159
Western Europe,55-59,No,M,Smoker,>=7,16,120-139
Western Europe,55-59,No,M,Smoker,>=7,12,<120
Western Europe,50-54,No,M,Smoker,>=7,28,>=180
Western Europe,50-54,No,M,Smoker,>=7,22,160-179
Western Europe,50-54,No,M,Smoker,>=7,17,140-159
Western Europe,50-54,No,M,Smoker,>=7,13,120-139
Western Europe,50-54,No,M,Smoker,>=7,10,<120
Western Europe,45-49,No,M,Smoker,>=7,24,>=180
Western Europe,45-49,No,M,Smoker,>=7,18,160-179
Western Europe,45-49,No,M,Smoker,>=7,14,140-159
Western Europe,45-49,No,M,Smoker,>=7,10,120-139
Western Europe,45-49,No,M,Smoker,>=7,8,<120
Western Europe,40-44,No,M,Smoker,>=7,21,>=180
Western Europe,40-44,No,M,Smoker,>=7,15,160-179
Western Europe,40-44,No,M,Smoker,>=7,11,140-159
Western Europe,40-44,No,M,Smoker,>=7,8,120-139
Western Europe,40-44,No,M,Smoker,>=7,6,<120
Western Europe,70-74,Yes,M,Smoker,>=7,64,>=180
Western Europe,70-74,Yes,M,Smoker,>=7,56,160-179
Western Europe,70-74,Yes,M,Smoker,>=7,48,140-159
Western Europe,70-74,Yes,M,Smoker,>=7,41,120-139
Western Europe,70-74,Yes,M,Smoker,>=7,34,<120
Western Europe,65-69,Yes,M,Smoker,>=7,60,>=180
Western Europe,65-69,Yes,M,Smoker,>=7,51,160-179
Western Europe,65-69,Yes,M,Smoker,>=7,43,140-159
Western Europe,65-69,Yes,M,Smoker,>=7,36,120-139
Western Europe,65-69,Yes,M,Smoker,>=7,30,<120
Western Europe,60-64,Yes,M,Smoker,>=7,56,>=180
Western Europe,60-64,Yes,M,Smoker,>=7,47,160-179
Western Europe,60-64,Yes,M,Smoker,>=7,39,140-159
Western Europe,60-64,Yes,M,Smoker,>=7,31,120-139
Western Europe,60-64,Yes,M,Smoker,>=7,25,<120
Western Europe,55-59,Yes,M,Smoker,>=7,52,>=180
Western Europe,55-59,Yes,M,Smoker,>=7,42,160-179
Western Europe,55-59,Yes,M,Smoker,>=7,34,140-159
Western Europe,55-59,Yes,M,Smoker,>=7,27,120-139
Western Europe,55-59,Yes,M,Smoker,>=7,22,<120
Western Europe,50-54,Yes,M,Smoker,>=7,48,>=180
Western Europe,50-54,Yes,M,Smoker,>=7,39,160-179
Western Europe,50-54,Yes,M,Smoker,>=7,30,140-159
Western Europe,50-54,Yes,M,Smoker,>=7,24,120-139
Western Europe,50-54,Yes,M,Smoker,>=7,18,<120
Western Europe,45-49,Yes,M,Smoker,>=7,44,>=180
Western Europe,45-49,Yes,M,Smoker,>=7,35,160-179
Western Europe,45-49,Yes,M,Smoker,>=7,27,140-159
Western Europe,45-49,Yes,M,Smoker,>=7,21,120-139
Western Europe,45-49,Yes,M,Smoker,>=7,16,<120
Western Europe,40-44,Yes,M,Smoker,>=7,41,>=180
Western Europe,40-44,Yes,M,Smoker,>=7,31,160-179
Western Europe,40-44,Yes,M,Smoker,>=7,24,140-159
Western Europe,40-44,Yes,M,Smoker,>=7,18,120-139
Western Europe,40-44,Yes,M,Smoker,>=7,13,<120
Central Europe,70-74,No,M,Smoker,>=7,60,>=180
Central Europe,70-74,No,M,Smoker,>=7,51,160-179
Central Europe,70-74,No,M,Smoker,>=7,43,140-159
Central Europe,70-74,No,M,Smoker,>=7,35,120-139
Central Europe,70-74,No,M,Smoker,>=7,29,<120
Central Europe,65-69,No,M,Smoker,>=7,53,>=180
Central Europe,65-69,No,M,Smoker,>=7,44,160-179
Central Europe,65-69,No,M,Smoker,>=7,35,140-159
Central Europe,65-69,No,M,Smoker,>=7,28,120-139
Central Europe,65-69,No,M,Smoker,>=7,22,<120
Central Europe,60-64,No,M,Smoker,>=7,46,>=180
Central Europe,60-64,No,M,Smoker,>=7,37,160-179
Central Europe,60-64,No,M,Smoker,>=7,29,140-159
Central Europe,60-64,No,M,Smoker,>=7,22,120-139
Central Europe,60-64,No,M,Smoker,>=7,17,<120
Central Europe,55-59,No,M,Smoker,>=7,39,>=180
Central Europe,55-59,No,M,Smoker,>=7,31,160-179
Central Europe,55-59,No,M,Smoker,>=7,23,140-159
Central Europe,55-59,No,M,Smoker,>=7,18,120-139
Central Europe,55-59,No,M,Smoker,>=7,13,<120
Central Europe,50-54,No,M,Smoker,>=7,34,>=180
Central Europe,50-54,No,M,Smoker,>=7,25,160-179
Central Europe,50-54,No,M,Smoker,>=7,19,140-159
Central Europe,50-54,No,M,Smoker,>=7,14,120-139
Central Europe,50-54,No,M,Smoker,>=7,10,<120
Central Europe,45-49,No,M,Smoker,>=7,28,>=180
Central Europe,45-49,No,M,Smoker,>=7,21,160-179
Central Europe,45-49,No,M,Smoker,>=7,15,140-159
Central Europe,45-49,No,M,Smoker,>=7,11,120-139
Central Europe,45-49,No,M,Smoker,>=7,8,<120
Central Europe,40-44,No,M,Smoker,>=7,24,>=180
Central Europe,40-44,No,M,Smoker,>=7,17,160-179
Central Europe,40-44,No,M,Smoker,>=7,12,140-159
Central Europe,40-44,No,M,Smoker,>=7,8,120-139
Central Europe,40-44,No,M,Smoker,>=7,6,<120
Central Europe,70-74,Yes,M,Smoker,>=7,76,>=180
Central Europe,70-74,Yes,M,Smoker,>=7,67,160-179
Central Europe,70-74,Yes,M,Smoker,>=7,58,140-159
Central Europe,70-74,Yes,M,Smoker,>=7,49,120-139
Central Europe,70-74,Yes,M,Smoker,>=7,41,<120
Central Europe,65-69,Yes,M,Smoker,>=7,72,>=180
Central Europe,65-69,Yes,M,Smoker,>=7,62,160-179
Central Europe,65-69,Yes,M,Smoker,>=7,52,140-159
Central Europe,65-69,Yes,M,Smoker,>=7,43,120-139
Central Europe,65-69,Yes,M,Smoker,>=7,35,<120
Central Europe,60-64,Yes,M,Smoker,>=7,67,>=180
Central Europe,60-64,Yes,M,Smoker,>=7,56,160-179
Central Europe,60-64,Yes,M,Smoker,>=7,46,140-159
Central Europe,60-64,Yes,M,Smoker,>=7,37,120-139
Central Europe,60-64,Yes,M,Smoker,>=7,29,<120
Central Europe,55-59,Yes,M,Smoker,>=7,63,>=180
Central Europe,55-59,Yes,M,Smoker,>=7,51,160-179
Central Europe,55-59,Yes,M,Smoker,>=7,41,140-159
Central Europe,55-59,Yes,M,Smoker,>=7,32,120-139
Central Europe,55-59,Yes,M,Smoker,>=7,25,<120
Central Europe,50-54,Yes,M,Smoker,>=7,58,>=180
Central Europe,50-54,Yes,M,Smoker,>=7,46,160-179
Central Europe,50-54,Yes,M,Smoker,>=7,36,140-159
Central Europe,50-54,Yes,M,Smoker,>=7,27,120-139
Central Europe,50-54,Yes,M,Smoker,>=7,20,<120
Central Europe,45-49,Yes,M,Smoker,>=7,54,>=180
Central Europe,45-49,Yes,M,Smoker,>=7,42,160-179
Central Europe,45-49,Yes,M,Smoker,>=7,31,140-159
Central Europe,45-49,Yes,M,Smoker,>=7,23,120-139
Central Europe,45-49,Yes,M,Smoker,>=7,17,<120
Central Europe,40-44,Yes,M,Smoker,>=7,49,>=180
Central Europe,40-44,Yes,M,Smoker,>=7,37,160-179
Central Europe,40-44,Yes,M,Smoker,>=7,27,140-159
Central Europe,40-44,Yes,M,Smoker,>=7,20,120-139
Central Europe,40-44,Yes,M,Smoker,>=7,14,<120
Eastern Europe,70-74,No,M,Smoker,>=7,56,>=180
Eastern Europe,70-74,No,M,Smoker,>=7,50,160-179
Eastern Europe,70-74,No,M,Smoker,>=7,43,140-159
Eastern Europe,70-74,No,M,Smoker,>=7,37,120-139
Eastern Europe,70-74,No,M,Smoker,>=7,32,<120
Eastern Europe,65-69,No,M,Smoker,>=7,51,>=180
Eastern Europe,65-69,No,M,Smoker,>=7,44,160-179
Eastern Europe,65-69,No,M,Smoker,>=7,37,140-159
Eastern Europe,65-69,No,M,Smoker,>=7,32,120-139
Eastern Europe,65-69,No,M,Smoker,>=7,27,<120
Eastern Europe,60-64,No,M,Smoker,>=7,46,>=180
Eastern Europe,60-64,No,M,Smoker,>=7,38,160-179
Eastern Europe,60-64,No,M,Smoker,>=7,32,140-159
Eastern Europe,60-64,No,M,Smoker,>=7,27,120-139
Eastern Europe,60-64,No,M,Smoker,>=7,22,<120
Eastern Europe,55-59,No,M,Smoker,>=7,41,>=180
Eastern Europe,55-59,No,M,Smoker,>=7,34,160-179
Eastern Europe,55-59,No,M,Smoker,>=7,28,140-159
Eastern Europe,55-59,No,M,Smoker,>=7,22,120-139
Eastern Europe,55-59,No,M,Smoker,>=7,18,<120
Eastern Europe,50-54,No,M,Smoker,>=7,36,>=180
Eastern Europe,50-54,No,M,Smoker,>=7,29,160-179
Eastern Europe,50-54,No,M,Smoker,>=7,23,140-159
Eastern Europe,50-54,No,M,Smoker,>=7,19,120-139
Eastern Europe,50-54,No,M,Smoker,>=7,15,<120
Eastern Europe,45-49,No,M,Smoker,>=7,32,>=180
Eastern Europe,45-49,No,M,Smoker,>=7,25,160-179
Eastern Europe,45-49,No,M,Smoker,>=7,20,140-159
Eastern Europe,45-49,No,M,Smoker,>=7,16,120-139
Eastern Europe,45-49,No,M,Smoker,>=7,12,<120
Eastern Europe,40-44,No,M,Smoker,>=7,28,>=180
Eastern Europe,40-44,No,M,Smoker,>=7,22,160-179
Eastern Europe,40-44,No,M,Smoker,>=7,17,140-159
Eastern Europe,40-44,No,M,Smoker,>=7,13,120-139
Eastern Europe,40-44,No,M,Smoker,>=7,10,<120
Eastern Europe,70-74,Yes,M,Smoker,>=7,68,>=180
Eastern Europe,70-74,Yes,M,Smoker,>=7,61,160-179
Eastern Europe,70-74,Yes,M,Smoker,>=7,54,140-159
Eastern Europe,70-74,Yes,M,Smoker,>=7,48,120-139
Eastern Europe,70-74,Yes,M,Smoker,>=7,42,<120
Eastern Europe,65-69,Yes,M,Smoker,>=7,65,>=180
Eastern Europe,65-69,Yes,M,Smoker,>=7,57,160-179
Eastern Europe,65-69,Yes,M,Smoker,>=7,50,140-159
Eastern Europe,65-69,Yes,M,Smoker,>=7,43,120-139
Eastern Europe,65-69,Yes,M,Smoker,>=7,37,<120
Eastern Europe,60-64,Yes,M,Smoker,>=7,61,>=180
Eastern Europe,60-64,Yes,M,Smoker,>=7,53,160-179
Eastern Europe,60-64,Yes,M,Smoker,>=7,46,140-159
Eastern Europe,60-64,Yes,M,Smoker,>=7,39,120-139
Eastern Europe,60-64,Yes,M,Smoker,>=7,32,<120
Eastern Europe,55-59,Yes,M,Smoker,>=7,58,>=180
Eastern Europe,55-59,Yes,M,Smoker,>=7,49,160-179
Eastern Europe,55-59,Yes,M,Smoker,>=7,42,140-159
Eastern Europe,55-59,Yes,M,Smoker,>=7,35,120-139
